V,x_axis,metric,run,size,seed,x,y,y_hat,residual_linear,residual_log
1024,tokens_seen,best_val_mse,runs\sweep_gpu_scaling_XL\XL_V1024_B2x16_S20000_seed7,XL,7,655360000.0,1.2585944329500198,1.1591296198598084,0.09946481309021138,0.08232617311811388
1024,tokens_seen,best_val_mse,runs\sweep_smoke\XS_V1024_B4x4_S30_seed1,XS,1,491520.0,1.8712498393058776,1.6475963973785004,0.22365344192737724,0.1272890738864772
1024,tokens_seen,best_val_mse,runs\sweep_20250821_212937\XS_seed1,XS,1,61440000.0,1.0959216910998026,1.3012860637203638,-0.20536437262056118,-0.1717573189909152
1024,tokens_seen,best_val_mse,runs\sweep_gpu_scaling_XSSM\XS_V1024_B4x8_S20000_seed7,XS,7,655360000.0,1.1875597891807557,1.1591296198598084,0.02843016932094722,0.024231208668507087
1024,tokens_seen,best_val_mse,runs\sweep_gpu_census50k\XS_V1024_B4x8_S30000_seed7,XS,7,983040000.0,1.1605063696861266,1.136386983867439,0.024119385818687666,0.02100251835801492
1024,tokens_seen,best_val_mse,runs\sweep_gpu_scaling\XS_V1024_B8x8_S400_seed7,XS,7,26214400.0,1.5535826342446464,1.3565965462086733,0.19698608803597306,0.13558461713118863
1024,tokens_seen,best_val_mse,runs\bench_cpu_xs_300,XS,7,9830400.0,1.195007063448429,1.4232074812629985,-0.22820041781456935,-0.17476101780326112
1024,tokens_seen,best_val_mse,runs\demo_xs,XS,7,1966080000.0,1.1246779441833497,1.0985368220358944,0.02614112214745523,0.023517590267452315
1024,tokens_seen,best_val_mse,runs\smoke_xs,XS,7,204800.0,1.5281817049980164,1.719618588471638,-0.19143688347362153,-0.11802391478862018
1024,tokens_seen,best_val_mse,runs\cpu_parallel_xs_D10kV1024_S3000_seed11,XS,11,98304000.0,1.080743432044983,1.2717367876451613,-0.19099335560017838,-0.16273434822587216
1024,tokens_seen,best_val_mse,runs\cpu_seq_small_D10kV1024\XS_B32_S3000_seed12,XS,12,98304000.0,1.077970676124096,1.2717367876451613,-0.19376611152106538,-0.1653032455478776
1024,tokens_seen,best_val_mse,runs\cpu_seq_small_D10kV1024\XS_B32_S3000_seed13,XS,13,98304000.0,1.0983517430722713,1.2717367876451613,-0.17338504457288995,-0.1465728748850289
1024,tokens_seen,best_val_mse,runs\cpu_seq_small_D10kV1024\XXS_B64_S3000_seed21,XXS,21,196608000.0,1.41970993578434,1.2293784678977104,0.19033146788662947,0.14394384915307967
